date,commodity,open,high,low,close,volume,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,volatility_63d_ann,sma_21,sma_63,bollinger_upper,bollinger_lower,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,momentum_21d,term_spread
2020-09-21,Steel_HRC,618.2334,623.8252,614.7042,617.441,2452,0.006369,-0.025157,0.036774,0.474077,0.282593,0.258944,620.969505,610.437635,648.494175,593.444835,0.476774,43.366574,1.278801,3.190539,-0.005917,0.037458,-5.366138
2020-09-22,Steel_HRC,619.5763,625.8357,614.4939,621.3019,610,0.006234,0.035433,0.046989,0.182236,0.282197,0.25798,622.327552,610.78943,646.637768,598.017337,0.716133,45.394815,1.330932,2.818617,-0.003881,0.04811,-0.129723
2020-09-23,Steel_HRC,611.0157,613.2041,608.598,610.7433,1350,-0.01714,0.001807,0.011081,0.224444,0.283108,0.260144,622.648043,610.916289,646.106721,599.189364,-0.011813,37.245606,0.514326,2.357759,-0.028133,0.011143,-6.024423
2020-09-24,Steel_HRC,608.1927,612.0398,604.7414,609.0815,4006,-0.002725,-0.018354,0.015007,0.16579,0.282179,0.259312,623.080048,611.116383,645.076282,601.083813,-0.140061,39.102654,-0.263892,1.833429,-0.04251,0.01512,5.869317
2020-09-25,Steel_HRC,598.9827,602.5872,593.1839,597.4599,2792,-0.019265,-0.026527,-0.029487,0.196203,0.27549,0.260684,622.228648,611.2645,646.725268,597.732027,-0.962884,39.488654,-1.797679,1.107207,-0.054974,-0.029056,-6.592544
2020-09-28,Steel_HRC,584.4918,589.7995,581.4042,584.8829,4492,-0.021276,-0.054172,-0.05628,0.19065,0.282552,0.26409,620.6162,611.251224,650.038594,591.193806,-1.836089,34.146553,-3.98217,0.089332,-0.076264,-0.054726,-0.758766
2020-09-29,Steel_HRC,591.6123,596.8008,586.4974,590.3068,1689,0.009231,-0.051175,-0.071835,0.207956,0.268278,0.264371,618.522624,611.386463,650.045707,586.999541,-1.493187,34.533537,-5.21561,-0.971657,-0.015619,-0.069316,-1.628089
2020-09-30,Steel_HRC,597.77,602.2255,596.3921,597.4005,2357,0.011945,-0.022089,-0.057275,0.246122,0.273519,0.251146,616.845733,611.231895,648.9612,584.730267,-0.972846,34.209445,-5.556664,-1.888658,-0.020078,-0.055665,3.046178
2020-10-01,Steel_HRC,607.0103,613.1381,601.0379,608.5004,4054,0.01841,-0.000955,-0.038128,0.295967,0.283147,0.253006,615.719605,611.151329,647.23416,584.205049,-0.186444,40.865295,-4.875085,-2.485943,-0.019123,-0.03741,-1.549607
2020-10-02,Steel_HRC,612.7633,618.7487,608.961,611.1738,2038,0.004384,0.022694,-0.047923,0.242792,0.278165,0.252794,614.290924,611.047748,643.601685,584.980163,0.008881,41.637464,-4.072266,-2.803208,-0.003826,-0.046793,-1.941736
2020-10-05,Steel_HRC,631.3,636.2069,627.8976,631.8703,2045,0.033303,0.077272,-0.003126,0.177643,0.301757,0.261045,614.196729,611.193663,643.255141,585.138316,1.439741,63.560142,-1.745866,-2.591739,0.02337,-0.003121,-2.856203
2020-10-06,Steel_HRC,628.1908,634.3037,626.3062,627.5136,2462,-0.006919,0.061123,0.010247,0.239512,0.293965,0.261413,614.501376,611.286111,643.995343,585.007409,1.123127,57.900679,-0.250835,-2.123559,0.009998,0.0103,-7.157993
2020-10-07,Steel_HRC,608.9177,610.3707,604.39,608.6322,1214,-0.030551,0.018626,-0.024492,0.387145,0.312503,0.268451,613.782776,611.113354,643.067718,584.497835,-0.172141,45.162998,-0.582864,-1.81542,-0.003457,-0.024194,-12.702879
2020-10-08,Steel_HRC,602.6558,607.4055,600.1943,602.7716,3049,-0.009676,-0.009459,-0.041675,0.371041,0.312162,0.266211,612.5613,610.659419,641.418287,583.704313,-0.554923,45.531778,-1.303871,-1.71311,-0.01036,-0.040818,1.799168
2020-10-09,Steel_HRC,600.1634,605.509,595.7593,600.4657,2797,-0.003833,-0.017676,-0.057687,0.366848,0.307907,0.263446,610.863319,610.365983,638.044998,583.681641,-0.695679,42.847801,-2.03785,-1.778058,0.005031,-0.056055,9.86549
2020-10-12,Steel_HRC,599.9891,602.7111,598.8609,599.9903,2749,-0.000792,-0.051771,-0.052316,0.186845,0.307718,0.26343,609.328805,610.083789,635.046864,583.610746,-0.707909,40.757106,-2.627605,-1.947967,0.02583,-0.050971,-1.998439
2020-10-13,Steel_HRC,617.1523,618.3413,610.3821,616.1256,955,0.026537,-0.018315,-0.02729,0.325278,0.323621,0.268163,608.517114,610.15427,632.058561,584.975668,0.418243,52.22661,-1.772573,-1.912889,0.043738,-0.026921,-5.218653
2020-10-14,Steel_HRC,625.6055,629.592,623.6076,627.2293,22222,0.017861,0.030098,0.044928,0.244774,0.266003,0.270494,609.829329,610.407757,634.351818,585.306839,1.165089,56.963585,-0.196711,-1.569653,0.049931,0.045953,-3.806199
2020-10-15,Steel_HRC,625.953,629.848,622.632,626.7584,1869,-0.000751,0.039023,0.027691,0.215125,0.260943,0.270496,610.644457,610.659403,636.254483,585.034431,1.103865,62.294353,1.002616,-1.055199,0.030005,0.028078,-6.75665
2020-10-16,Steel_HRC,626.8535,628.6917,621.6576,626.4288,3761,-0.000526,0.04233,0.009729,0.204893,0.254298,0.269942,610.933271,610.818552,637.133643,584.7329,1.061768,69.430879,1.904541,-0.463251,0.02496,0.009777,-6.244096
2020-10-19,Steel_HRC,617.1367,623.414,612.4246,617.5824,1807,-0.014223,0.028899,0.006598,0.258339,0.256314,0.266038,611.126676,611.094244,637.466862,584.78649,0.442489,62.360984,1.883777,0.006154,-0.022612,0.00662,-7.198312
2020-10-20,Steel_HRC,622.4884,625.6199,620.7503,622.8786,1053,0.008539,0.010901,0.008768,0.189716,0.257069,0.264979,611.38561,611.312883,638.090875,584.680344,0.784903,61.737609,2.268531,0.45863,-0.007386,0.008807,-6.87051
2020-10-21,Steel_HRC,634.3992,637.473,629.4176,633.8269,3446,0.017424,0.010464,0.019959,0.187452,0.263111,0.261781,611.982038,611.950175,640.137551,583.826526,1.475354,61.684088,3.417492,1.050402,0.041396,0.020159,4.135638
2020-10-22,Steel_HRC,628.8237,634.5596,624.842,629.2894,292,-0.007185,0.00403,0.029915,0.19882,0.256667,0.262287,612.865186,612.4959,642.003805,583.726566,1.132898,58.216109,3.916764,1.623675,0.043993,0.030366,-3.938186
2020-10-23,Steel_HRC,615.6716,621.7897,611.4588,614.5869,3084,-0.023641,-0.019085,0.008998,0.265212,0.270767,0.266385,613.127348,612.730987,642.222022,584.032673,0.125947,41.710631,3.090447,1.917029,0.023517,0.009039,-1.327541
2020-10-26,Steel_HRC,601.7812,604.4631,597.1751,603.5115,1092,-0.018185,-0.023047,0.010078,0.276269,0.269802,0.268428,613.415519,612.86851,641.973363,584.857675,-0.64063,39.185233,1.524322,1.838488,0.005869,0.010129,-7.4709
2020-10-27,Steel_HRC,612.3906,618.0021,611.335,611.9591,1550,0.0139,-0.017686,0.045254,0.294373,0.261451,0.269814,614.704862,613.130359,640.124746,589.284978,-0.081136,51.654593,0.953811,1.661553,-0.006762,0.046293,-0.683532
2020-10-28,Steel_HRC,610.6111,613.075,606.7044,612.2532,2136,0.00048,-0.03463,0.036504,0.237431,0.260221,0.266327,615.749929,613.591875,638.63513,592.864727,-0.096181,54.991955,0.519422,1.433126,-0.023877,0.037178,-2.022893
2020-10-29,Steel_HRC,616.2558,620.4691,611.9806,614.4799,1786,0.00363,-0.023815,0.028188,0.248829,0.257693,0.262867,616.563233,613.882241,637.869021,595.257446,0.043501,57.384476,0.350797,1.216661,-0.01959,0.02859,8.787912
2020-10-30,Steel_HRC,632.6841,635.1628,626.7356,631.633,2468,0.027532,0.027358,0.037311,0.268658,0.267073,0.258162,617.664786,614.088211,639.602378,595.727193,1.2615,64.180992,1.583025,1.289933,0.008308,0.038016,2.429654
2020-11-02,Steel_HRC,644.9887,649.2753,638.6252,644.812,2664,0.02065,0.066194,0.053577,0.180085,0.274904,0.259424,619.266605,614.342971,643.953629,594.579581,2.127452,63.206029,3.581721,1.748291,0.044091,0.055039,-2.080613
2020-11-03,Steel_HRC,663.6678,668.5864,658.562,663.0875,2342,0.027948,0.080242,0.048223,0.208681,0.267893,0.262237,620.753138,615.07233,651.614953,589.891323,3.081622,65.485115,6.564709,2.711575,0.064553,0.049404,2.788249
2020-11-04,Steel_HRC,673.8799,680.8749,672.9229,675.1778,1359,0.018069,0.09783,0.073211,0.156966,0.271029,0.257885,623.022862,616.257746,661.934078,584.111646,3.423583,69.002576,9.791464,4.127552,0.06524,0.075957,1.894917
2020-11-05,Steel_HRC,686.9502,694.4484,681.751,687.5858,1818,0.018211,0.11241,0.121972,0.077954,0.245284,0.259822,626.782557,617.658168,674.184781,579.380334,3.627301,71.92312,13.197777,5.941597,0.092638,0.129723,2.195339
2020-11-06,Steel_HRC,689.8488,696.3962,684.7055,690.9395,1900,0.004866,0.089744,0.136514,0.132468,0.238804,0.25987,630.981029,619.080989,684.654618,577.30744,3.380351,77.374524,15.983671,7.950012,0.124234,0.146271,2.937055
2020-11-09,Steel_HRC,694.6425,697.0739,692.2486,694.8693,2434,0.005672,0.074765,0.146018,0.154133,0.235874,0.257724,635.476438,620.703505,694.009188,576.943689,3.219761,77.141414,18.297689,10.019547,0.151377,0.157217,6.144708
2020-11-10,Steel_HRC,722.4441,729.5725,719.7545,724.1193,1636,0.041232,0.088049,0.188043,0.233244,0.261967,0.269091,641.387343,622.74917,709.203256,573.57143,3.863632,79.91336,22.235479,12.462734,0.183281,0.206885,2.851315
2020-11-11,Steel_HRC,722.2607,727.8846,717.5313,721.7548,4716,-0.003271,0.066709,0.158235,0.275897,0.257063,0.269329,646.417305,624.701344,721.629607,571.205003,3.362036,81.080765,24.878625,14.945912,0.17885,0.171441,-4.196648
2020-11-12,Steel_HRC,727.4316,734.1165,720.9442,728.1851,4328,0.00887,0.057369,0.149243,0.273471,0.254385,0.269099,651.224724,626.650063,733.828486,568.620961,3.216943,90.432737,27.178907,17.392511,0.185043,0.160955,-6.218692
2020-11-13,Steel_HRC,747.3514,751.1409,740.2483,747.613,576,0.02633,0.078833,0.176324,0.283082,0.261055,0.272653,656.979705,628.952422,748.754964,565.204446,3.400792,98.41128,30.221196,19.958248,0.183619,0.192825,3.989342
2020-11-16,Steel_HRC,742.0129,744.7623,737.6193,742.8603,2475,-0.006377,0.066784,0.170473,0.320591,0.264341,0.272876,662.524062,631.071179,760.411826,564.636298,2.970776,95.096172,31.881221,22.342843,0.152057,0.185865,-6.716277
2020-11-17,Steel_HRC,736.5062,743.1521,734.5035,738.0416,1567,-0.006508,0.019044,0.178188,0.223535,0.257386,0.273543,668.260214,633.098273,769.158425,567.362003,2.632288,92.024667,32.434094,24.361093,0.113038,0.19505,-5.830281
2020-11-18,Steel_HRC,746.3692,754.8957,744.2273,748.524,1076,0.014103,0.036418,0.183752,0.222897,0.258121,0.26831,674.243329,635.532814,778.678264,569.808393,2.681863,92.44161,33.333841,26.155642,0.108632,0.201717,2.742696
2020-11-19,Steel_HRC,761.6037,763.4198,760.1137,762.1796,3417,0.018079,0.045627,0.184406,0.236216,0.258408,0.269389,680.355362,638.221651,789.761105,570.949619,2.7739,92.270416,34.748233,27.874161,0.108487,0.202504,2.848113
2020-11-20,Steel_HRC,778.2641,782.6097,771.9782,776.0478,2314,0.018032,0.037329,0.209623,0.203174,0.253495,0.269229,687.343857,640.952362,801.687001,573.000713,2.831197,92.304761,36.566679,29.612664,0.123178,0.233213,-2.257587
2020-11-23,Steel_HRC,763.2389,764.7227,758.688,763.2128,707,-0.016677,0.027029,0.216587,0.254149,0.242778,0.271574,694.421281,643.542892,808.247821,580.594741,2.401036,83.449335,36.550798,31.000291,0.098354,0.241831,-7.811126
2020-11-24,Steel_HRC,761.5708,765.0221,754.4384,761.3986,888,-0.00238,0.031157,0.232392,0.243421,0.224917,0.268322,701.939714,645.861294,811.316782,592.562646,2.227704,80.927678,35.9771,31.995653,0.051482,0.261614,-3.23069
2020-11-25,Steel_HRC,763.6603,768.0284,760.3659,763.3966,2165,0.002621,0.019674,0.221112,0.233474,0.226515,0.268291,709.151024,648.157362,813.463142,604.838905,2.141617,79.38836,35.277011,32.651925,0.057695,0.247463,-5.249761
2020-11-26,Steel_HRC,756.2597,762.2543,751.7091,754.748,8445,-0.011394,-0.009798,0.209238,0.213927,0.23666,0.266283,715.93649,650.069681,811.986574,619.886407,1.888663,73.760221,33.636574,32.848855,0.036478,0.232738,-1.504631
2020-11-27,Steel_HRC,741.557,747.7551,739.1748,740.4795,1066,-0.019086,-0.046916,0.186522,0.147327,0.256565,0.269651,721.936471,651.781813,806.412524,637.460419,1.568991,65.76957,30.829781,32.44504,-0.009542,0.205051,1.112981
2020-11-30,Steel_HRC,732.1092,736.1023,728.3423,731.2242,713,-0.012578,-0.042817,0.146412,0.137057,0.25745,0.271264,726.67891,653.354433,800.35422,653.003599,1.357826,52.850628,27.541075,31.464247,-0.015664,0.157673,-1.822379
2020-12-01,Steel_HRC,727.1958,734.6696,726.2949,729.0595,3437,-0.002965,-0.043402,0.122797,0.135449,0.254622,0.270381,730.690695,654.749408,794.103234,667.278157,1.278748,52.935498,24.477913,30.06698,-0.01217,0.130654,1.341588
2020-12-02,Steel_HRC,730.7508,731.9218,724.7366,731.072,1269,0.002757,-0.043266,0.097605,0.136165,0.241698,0.26898,733.928052,656.29264,789.273537,678.582568,1.271021,51.202852,21.95959,28.445502,-0.023315,0.102527,-1.596131
2020-12-03,Steel_HRC,729.7952,733.7017,724.1327,729.1712,642,-0.002603,-0.034475,0.076932,0.139283,0.237811,0.265252,736.499167,658.007802,784.97148,688.026853,1.19875,41.001823,19.584663,26.673334,-0.043308,0.079969,-5.29838
2020-12-04,Steel_HRC,748.164,752.8861,744.9597,747.8473,3031,0.02529,0.009901,0.084012,0.22469,0.24444,0.269112,739.368762,659.978032,782.522353,696.21517,1.458134,52.142208,18.990609,25.136789,-0.036339,0.087642,8.446205
2020-12-07,Steel_HRC,758.832,764.4918,753.8249,760.6012,1118,0.01691,0.039389,0.096057,0.200551,0.248504,0.270423,742.685986,662.076105,780.595092,704.776879,1.603738,59.072191,19.32617,23.974665,-0.003422,0.100822,0.429771
2020-12-08,Steel_HRC,739.9034,741.2823,731.5819,737.9084,478,-0.030289,0.012064,0.060096,0.339384,0.276185,0.277821,744.735467,663.691741,775.827858,713.643075,1.195574,46.112761,17.558581,22.691449,-0.030851,0.061938,-6.121856
2020-12-09,Steel_HRC,761.0454,763.7865,754.6525,761.5717,801,0.031565,0.040872,0.050428,0.397814,0.260867,0.283311,746.518914,665.745021,776.933786,716.104043,1.517486,49.792599,17.861291,21.725417,-0.002391,0.051721,1.401411
2020-12-10,Steel_HRC,773.2272,776.4007,772.2304,775.4983,4618,0.018121,0.061597,0.07182,0.389563,0.265491,0.28491,749.078129,668.004183,779.784233,718.372024,1.666686,49.812598,19.005863,21.181506,0.027493,0.074462,2.930856
2020-12-11,Steel_HRC,771.3964,779.9333,769.2782,773.3918,1333,-0.00272,0.033587,0.060231,0.381476,0.265529,0.260138,751.230829,670.761627,782.123041,720.338617,1.573202,53.745535,19.517976,20.8488,0.044447,0.062081,-0.716188
2020-12-14,Steel_HRC,762.986,769.0266,758.3894,762.3546,9152,-0.014374,0.002303,0.019526,0.393284,0.25753,0.261455,751.93281,673.185657,783.148014,720.717605,1.355896,50.329417,18.816317,20.442304,0.042573,0.019718,-12.868155
2020-12-15,Steel_HRC,764.0587,765.1557,759.6183,763.0393,859,0.000898,0.03349,0.026802,0.287852,0.256158,0.259972,752.893714,675.450349,784.178211,721.609218,1.31972,49.875758,18.106774,19.975198,0.046608,0.027164,6.45105
2020-12-16,Steel_HRC,774.6377,775.6293,765.6567,773.1228,1387,0.013128,0.015054,0.046438,0.205487,0.257667,0.259039,754.564248,677.983713,786.261645,722.86685,1.419768,56.32626,18.1489,19.609938,0.057519,0.047533,6.719421
2020-12-17,Steel_HRC,768.0338,772.6518,760.2682,767.8462,517,-0.006848,-0.009916,0.025486,0.161578,0.255697,0.259827,755.484352,680.371097,787.564789,723.403915,1.296003,60.043968,17.554155,19.198781,0.05304,0.025814,-1.31045
2020-12-18,Steel_HRC,778.8197,785.8732,775.4887,776.6943,4559,0.011457,0.004261,0.018865,0.186873,0.251183,0.260263,756.175529,682.837643,789.464492,722.886565,1.377432,66.738204,17.59397,18.877819,0.038573,0.019044,1.059133
2020-12-21,Steel_HRC,759.9751,764.9464,753.9284,761.7643,5790,-0.01941,-0.000775,-0.018577,0.214151,0.252487,0.261035,755.495362,685.234802,787.643107,723.347617,1.121836,61.004855,16.233666,18.348989,0.001529,-0.018405,-11.291854
2020-12-22,Steel_HRC,743.5989,749.3201,736.1289,743.504,2102,-0.024263,-0.025935,-0.026163,0.272818,0.259729,0.266619,754.556848,687.368492,786.90843,722.205265,0.826747,53.77092,13.52624,17.384439,0.007583,-0.025823,-8.885136
2020-12-23,Steel_HRC,794.513,796.9359,789.597,792.8957,1353,0.064318,0.025254,0.040535,0.56976,0.34487,0.289465,756.05671,690.470648,792.413115,719.700304,1.502072,65.005913,15.19097,16.945745,0.041131,0.041367,16.208936
2020-12-24,Steel_HRC,799.0531,802.1947,795.6861,799.1128,1446,0.00781,0.039913,0.045724,0.559891,0.345469,0.284748,757.757481,693.871122,798.618585,716.896377,1.543577,62.824563,16.818081,16.920212,0.030451,0.046786,6.90706
2020-12-25,Steel_HRC,809.9054,816.2712,806.7129,808.9432,1256,0.012227,0.040682,0.069345,0.560219,0.343462,0.284994,760.338205,697.341541,806.855314,713.821096,1.631891,62.272733,18.685415,17.273253,0.045968,0.071806,4.48455
2020-12-28,Steel_HRC,826.5395,830.4041,820.1212,828.8968,5875,0.024367,0.084458,0.112798,0.50842,0.340747,0.287297,764.548552,701.016086,818.867706,710.229399,1.849419,73.42531,21.527227,18.124048,0.087285,0.119405,0.212737
2020-12-29,Steel_HRC,837.8682,846.889,830.8749,839.5423,4354,0.012761,0.121483,0.138137,0.368226,0.33519,0.286462,769.706557,704.683417,830.874681,708.538433,1.91893,71.51604,24.357607,19.37076,0.100261,0.148133,0.445067
2020-12-30,Steel_HRC,841.8112,849.7714,831.9166,839.8212,3117,0.000332,0.057497,0.141434,0.138848,0.3342,0.286619,774.980924,708.312741,840.383338,709.57851,1.845261,69.195812,26.31981,20.76057,0.086271,0.151924,2.08269
2020-12-31,Steel_HRC,846.2173,853.1449,844.5966,847.6922,2203,0.009329,0.059015,0.148006,0.136708,0.33399,0.280966,780.534267,711.738486,849.958589,711.109944,1.869884,71.435866,28.185094,22.245475,0.103987,0.159519,0.431017
2021-01-01,Steel_HRC,842.8594,848.4976,836.6794,844.4498,4123,-0.003832,0.042957,0.146777,0.175584,0.334464,0.280517,786.023724,715.181917,856.611112,715.436336,1.752003,74.800107,29.066648,23.609709,0.087236,0.158095,-9.385199
2021-01-04,Steel_HRC,845.2469,848.6089,840.7758,844.9786,3739,0.000626,0.019216,0.122112,0.109756,0.328316,0.271367,790.649024,718.933448,863.42522,717.872828,1.696782,74.776349,29.468264,24.78142,0.109239,0.129881,-6.413072
2021-01-05,Steel_HRC,852.6954,860.0358,851.1329,852.6,2063,0.008979,0.015434,0.114181,0.09229,0.326081,0.269769,795.029919,722.898978,871.205884,718.853954,1.737429,74.395104,30.055075,25.836151,0.146732,0.120955,4.741462
2021-01-06,Steel_HRC,846.7593,852.1241,839.3553,847.1588,1850,-0.006402,0.008699,0.138068,0.114633,0.30277,0.270179,800.232319,726.814741,874.931819,725.53282,1.61329,74.320007,29.738263,26.616573,0.068437,0.148054,2.504275
2021-01-07,Steel_HRC,844.5275,847.8587,840.6173,842.876,1231,-0.005068,-0.005698,0.101436,0.099101,0.29104,0.270716,804.103952,730.67007,878.815579,729.392326,1.511994,70.878153,28.809503,27.055159,0.054765,0.106759,-2.955685
2021-01-08,Steel_HRC,834.5424,837.546,828.5354,836.0345,5934,-0.00815,-0.010015,0.075164,0.110569,0.29015,0.268586,806.986629,734.160687,881.734078,732.239179,1.378402,74.689807,27.207768,27.085681,0.03349,0.078061,-0.299948
2021-01-11,Steel_HRC,831.6056,836.2282,822.4106,829.269,1823,-0.008125,-0.018767,0.069759,0.114832,0.292225,0.268496,809.647448,737.367667,883.342927,735.951968,1.249083,80.870308,25.103089,26.689163,0.000449,0.07225,-5.285344
2021-01-12,Steel_HRC,823.5923,826.2798,818.9147,824.7215,519,-0.005499,-0.033245,0.078634,0.022887,0.287025,0.269036,812.6173,740.509938,883.272111,741.962489,1.153583,66.916452,22.805286,25.912387,-0.017653,0.081808,1.149954
2021-01-13,Steel_HRC,813.9428,816.7425,805.0943,812.6182,441,-0.014784,-0.041627,0.062952,0.06168,0.29404,0.271587,814.9782,743.465325,881.889309,748.067091,0.959524,56.755821,19.779618,24.685833,-0.032391,0.064976,-3.778436
2021-01-14,Steel_HRC,823.9237,831.6807,819.3725,823.5165,10960,0.013322,-0.023236,0.063146,0.168516,0.294125,0.269601,817.3779,746.734121,881.542658,753.213142,1.082517,57.212955,18.053051,23.359277,-0.028519,0.065182,-1.390751
2021-01-15,Steel_HRC,818.9558,827.3538,814.7232,821.2997,1587,-0.002696,-0.017782,0.067299,0.1658,0.29272,0.269865,819.923305,749.883662,879.942487,759.904122,1.024085,45.439089,16.317757,21.950973,-0.027414,0.069615,-2.890349
2021-01-18,Steel_HRC,820.7489,826.9917,816.5055,822.7705,1468,0.001789,-0.007867,0.05763,0.163512,0.291197,0.268604,822.11741,752.882767,878.773874,765.460945,1.016989,38.684554,14.889567,20.538692,-0.026282,0.059323,0.569752
2021-01-19,Steel_HRC,804.9738,808.5593,801.1793,806.5651,1454,-0.019893,-0.022261,0.057147,0.210469,0.291665,0.271964,824.250781,755.696667,874.357816,774.143746,0.757081,31.53192,12.308195,18.892592,-0.053994,0.058812,0.732495
2021-01-20,Steel_HRC,802.3898,808.1579,795.9079,804.7706,2196,-0.002227,-0.009704,0.079183,0.189465,0.275519,0.266453,827.168238,758.715456,862.479049,791.857427,0.708713,24.439318,10.002337,17.114541,-0.050036,0.082403,-0.923628
2021-01-21,Steel_HRC,828.9153,834.344,823.8601,831.1464,1785,0.032249,0.009222,0.047114,0.300581,0.198297,0.268257,828.9897,762.328708,860.630856,797.348544,1.101149,43.788891,10.185819,15.728797,-0.013916,0.048242,10.456541
2021-01-22,Steel_HRC,841.8574,848.5971,838.3974,842.4543,1814,0.013513,0.025431,0.052817,0.307114,0.201276,0.268206,831.053581,765.987362,860.053679,802.053483,1.268991,48.929226,11.11555,14.806147,0.007679,0.054237,6.340801
2021-01-25,Steel_HRC,843.8678,851.3477,837.4,844.8663,7379,0.002859,0.026501,0.04345,0.306483,0.198173,0.268083,832.764205,769.679633,860.496856,805.031554,1.301684,46.567782,11.909708,14.22686,0.018808,0.044407,1.14743
2021-01-26,Steel_HRC,854.7729,864.2141,853.116,857.3406,1303,0.014657,0.061051,0.03374,0.210766,0.186943,0.268741,834.118671,773.534565,863.770032,804.467311,1.515829,54.253177,13.39129,14.059746,0.039552,0.034315,2.189969
2021-01-27,Steel_HRC,856.0712,863.9896,848.7681,857.075,2001,-0.00031,0.062968,0.020669,0.202779,0.182548,0.265118,834.953562,777.11301,866.191216,803.715908,1.502721,56.137231,14.378279,14.123452,0.054708,0.020884,3.064505
2021-01-28,Steel_HRC,821.9372,827.4768,819.8774,821.4186,605,-0.042493,-0.011773,-0.022156,0.370901,0.236717,0.279505,834.077248,779.916289,865.770559,802.383936,0.818215,44.942389,12.14332,13.727426,-0.002547,-0.021913,-10.742431
2021-01-29,Steel_HRC,842.6238,849.7298,834.6846,841.5817,2254,0.02425,-0.001036,-0.007235,0.40601,0.250223,0.278304,833.786271,782.74953,865.064065,802.508478,1.199445,53.899097,11.862351,13.354411,0.024695,-0.007208,5.408817
2021-02-01,Steel_HRC,864.6979,866.2283,860.5605,864.7195,1090,0.027122,0.023227,0.02372,0.45154,0.267187,0.280771,834.751495,785.758129,868.560047,800.942943,1.639916,61.332034,13.352786,13.354086,0.050985,0.024003,0.943931
2021-02-02,Steel_HRC,848.3192,852.214,841.8456,848.0748,931,-0.019436,-0.010866,0.003658,0.46847,0.276538,0.283073,834.898933,788.305573,868.921136,800.876731,1.268823,59.793375,13.040555,13.29138,0.051465,0.003664,-3.351741
2021-02-03,Steel_HRC,855.6657,861.1488,846.5327,854.0431,329,0.007013,-0.003544,0.001691,0.473166,0.275832,0.283153,834.967652,790.894519,869.145491,800.789813,1.368609,58.66773,13.123422,13.257788,0.061226,0.001693,-7.076925
2021-02-04,Steel_HRC,853.6845,860.9821,851.7864,856.1673,215,0.002484,0.041433,0.010578,0.29841,0.274917,0.283119,835.396629,793.454805,870.432496,800.360761,1.387697,59.905523,13.208244,13.247879,0.030104,0.010634,-1.359786
2021-02-05,Steel_HRC,852.8111,857.6659,845.5779,854.4302,1141,-0.002031,0.015152,0.013615,0.266453,0.274342,0.272594,835.946829,795.523232,871.828687,800.064971,1.31054,58.980604,12.985607,13.195425,0.014215,0.013708,3.08684
2021-02-08,Steel_HRC,884.148,890.8765,876.7921,885.1481,1856,0.03532,0.02335,0.057085,0.315072,0.297155,0.280026,838.285571,798.116776,880.102869,796.468274,1.919706,70.595231,15.113623,13.579064,0.047678,0.058746,4.66061
2021-02-09,Steel_HRC,911.3671,916.1298,910.1976,913.0458,1066,0.031031,0.073817,0.096241,0.272668,0.309839,0.285295,842.274943,801.051073,895.032897,789.516989,2.398252,74.961684,18.834094,14.63007,0.064974,0.101025,7.124693
2021-02-10,Steel_HRC,889.0449,897.3557,882.2818,891.3687,366,-0.024028,0.042776,0.077712,0.391437,0.323771,0.286755,845.448619,803.33291,901.675953,789.221285,1.85145,64.191049,19.805132,15.665083,0.040012,0.080812,-13.573715
2021-02-11,Steel_HRC,910.8004,912.263,903.8848,911.0105,1001,0.021796,0.062089,0.114293,0.396544,0.32225,0.288624,850.133967,806.00196,911.071783,789.196151,2.151673,65.544355,21.907085,16.913483,0.10907,0.121081,5.500331
2021-02-12,Steel_HRC,909.6783,918.7221,899.4655,907.5949,1667,-0.003756,0.060363,0.097215,0.400672,0.322419,0.288298,854.1377,808.693283,918.672542,789.602858,1.991473,64.158574,23.031791,18.137145,0.078439,0.102097,2.72939
2021-02-15,Steel_HRC,934.3169,942.2513,929.5123,935.614,6511,0.030405,0.055448,0.130315,0.383872,0.333154,0.292597,859.581238,811.662965,931.360773,787.801703,2.403833,66.50875,25.885642,19.686844,0.081986,0.139187,6.997706
2021-02-16,Steel_HRC,938.1611,947.9473,931.2458,939.5929,2342,0.004244,0.028661,0.132769,0.340905,0.332853,0.291107,865.14421,814.479049,942.808183,787.480236,2.333283,67.13556,28.143978,21.378271,0.107913,0.141987,6.876916
2021-02-17,Steel_HRC,976.6709,979.6604,971.2705,975.8663,1035,0.037879,0.090567,0.190541,0.277914,0.335673,0.297813,873.206171,817.650771,959.948818,786.463525,2.77047,81.990433,32.486204,23.599858,0.142643,0.209904,10.207574
2021-02-18,Steel_HRC,974.8787,979.2542,963.2725,972.1138,2170,-0.003853,0.064918,0.188916,0.313833,0.336409,0.295351,881.174895,820.96666,972.155347,790.194443,2.523626,79.008925,35.218676,25.923621,0.135425,0.207939,-2.226176
2021-02-19,Steel_HRC,981.5964,985.3142,974.5386,980.4605,4117,0.008549,0.077224,0.165216,0.283138,0.325613,0.295225,888.28509,824.443833,985.937885,790.632296,2.489368,77.531816,37.623982,28.263693,0.147502,0.179648,6.57434
2021-02-22,Steel_HRC,995.3648,998.5198,991.2167,995.6117,1974,0.015335,0.062154,0.167038,0.25141,0.326072,0.296075,895.5783,828.129787,1001.391222,789.765378,2.54622,85.346392,40.288361,30.668627,0.124797,0.181799,8.017537
